#Name,x-pos,y-pos,z-pos,dist,bright,temp
Gl-580.2,-12.1612,46.7481,-47.1893,67.5286,3.6308,6255.8849
NN-3971,-5.5169,34.0867,-26.2462,43.3728,0.0001,3222.0936
Gl-90,-30.2844,35.0627,-4.9531,46.5948,0.2582,4996.4158
NN-3506,-29.5111,19.1668,-24.3695,42.8036,0.0032,3691.1685
Gl-637.1,-9.9826,58.4596,-44.4723,74.1280,0.4246,5311.0037
NN-3374B,-51.0063,34.7355,-23.0978,65.8916,0.0017,3662.9729
NN-3373A,-50.9952,34.7446,-23.1086,65.8916,0.0025,3705.4360
Gl-258,-43.5466,28.0094,-25.5282,57.7280,0.0046,3748.9340
Gl-854,-22.3712,63.5909,-11.4582,68.3781,0.0780,4409.2340
Gl-687,-1.9505,12.8632,-8.1166,15.3344,0.0041,3793.5065
GJ-1225,-8.0275,52.3190,-28.3957,60.0669,0.0002,3299.0443
Gl-275.1,-43.6323,28.2237,-28.5732,59.3024,0.0127,3901.9253
NN-4312,-20.4292,46.6229,-6.8735,51.3643,0.0023,3734.3173
Gl-153A,-45.8402,41.4317,-12.1156,62.9659,0.0603,4157.5219
Gl-153B,-45.8380,41.4326,-12.1209,62.9659,0.0098,3734.3173
NN-4017,-8.5724,53.6321,-33.7664,63.9536,4.8306,6724.4177
Gl-59.1,-36.6457,48.9614,-6.8616,61.5403,0.7586,5670.9835
GJ-1023B,-33.3065,50.9118,-6.5849,61.1939,0.0219,5815.2137
GJ-1023A,-33.3037,50.9136,-6.5848,61.1939,0.0449,6170.4797
NN-3497,-28.2181,18.9709,-22.5883,40.8214,0.0001,3078.7655
GJ-1131,-33.6259,27.2247,-38.5274,57.9331,0.0005,3452.5084
Gl-11A,-32.2025,56.8168,-7.6856,65.7587,0.0021,3649.0419
NN-3612,-23.5251,20.7770,-29.6012,43.1433,0.0026,3719.8185
Gl-161,-45.9576,40.2782,-14.1361,62.7237,0.2679,4969.7612
Gl-764,-3.3353,16.6526,-6.8246,18.3032,0.3698,5311.0037
Gl-360,-26.7380,21.0019,-27.9546,44.0166,0.0094,3793.5065
Gl-362,-22.0019,17.2966,-23.0241,36.2404,0.0035,3763.6701
Gl-21,-30.4774,51.0559,-7.6943,59.9565,0.0182,3808.6099
Gl-742,-7.9298,38.7896,-18.2719,43.6047,0.0014,9541.5003
Wo-9205,-55.0286,40.6203,-28.5800,74.1280,0.4786,5372.7941
Gl-325A,-24.0327,17.9808,-21.4583,36.8963,0.0370,3966.8287
GJ-1221,-3.4090,16.8912,-10.2202,20.0346,0.0001,6880.2418
GJ-1266,-25.5543,67.0406,-14.9903,73.2951,0.0063,3839.1950
NN-3040,-33.4401,54.4495,-9.4059,64.5868,0.0013,3581.0028
Gl-690A,-10.8305,50.6977,-31.6474,60.7381,0.0631,4514.7926
Gl-48,-15.5190,23.1909,-4.3356,28.2393,0.0063,3854.6801
NN-4311,-26.9168,58.2143,-11.9112,65.2327,0.0068,3823.8388
NN-4120,-14.9561,61.0384,-25.4705,67.8094,0.0156,3823.8388
Gl-689,-12.0143,53.1850,-33.4227,63.9536,0.1191,4514.7926
Gl-441,-31.2597,37.4257,-47.3228,67.9507,0.0929,4368.4464
Gl-694.1A,-11.4278,49.6088,-30.6264,59.4104,5.1523,6775.5018
Gl-694.1B,-11.4363,49.6087,-30.6233,59.4104,1.5276,6255.8849
Gl-713AB,-5.0528,21.1089,-11.5726,24.5975,2.1086,6434.5926
NN-3520,-28.3304,23.2828,-25.7406,44.8027,0.0003,3515.5408
NN-3550,-22.9619,19.5652,-22.2588,37.4900,0.0001,3276.6743
Gl-334.1,-41.6223,35.3066,-39.0515,67.1118,0.0316,4194.2733
Gl-420A,-19.8542,22.1322,-26.7144,39.9710,0.1107,4603.1486
NN-3125,-20.6978,26.5447,-6.7628,34.3330,0.0002,3276.6743
NN-3248,-38.1882,38.5391,-14.4189,56.1383,0.0077,3734.3173
Gl-828.5,-21.6640,60.3892,-18.7342,66.8368,0.0049,9882.4225
GJ-1053,-25.7767,28.2653,-9.1977,39.3442,0.0002,3403.7396
NN-3922,-18.5203,53.0060,-43.3000,70.9051,0.0780,4348.3479
GJ-1255-,-22.5201,65.2837,-23.5605,72.9672,0.3311,5601.6978
Gl-379A,-33.5654,33.5226,-37.0264,60.1777,0.0251,3950.3928
NN-3271,-40.9012,40.5229,-18.2543,60.4006,0.0042,3778.5271
Gl-909A,-16.0522,28.7403,-7.6624,33.7993,0.2582,4791.2762
GJ-1238,-9.7087,31.3313,-14.7397,35.9607,0.0001,3232.8594
Gl-842.2,-22.7481,54.3961,-17.2204,61.4244,0.0184,3870.2956
Gl-342,-40.1112,38.2809,-39.2806,67.9507,0.0920,4328.4424
NN-3050,-35.5929,55.8056,-15.3683,67.9507,0.5012,5436.1366
Gl-597,-12.5024,32.3198,-26.0830,43.3728,0.0020,3581.0028
Gl-122,-39.8667,45.7790,-16.7223,62.9659,0.0384,3983.4078
Gl-366,-29.4874,29.1041,-30.3601,51.3643,0.0122,3934.0981
Gl-156.2,-43.6021,45.8374,-19.8142,66.2934,0.1786,4409.2340
Gl-748.1,-19.3470,59.2582,-29.4810,68.9563,4.6559,7398.8968
Gl-56.5,-31.6433,45.6378,-13.7917,57.2216,0.3837,5221.1002
GJ-1010A,-25.8011,42.3539,-12.7356,51.2030,0.0065,3808.6099
Gl-786,-17.0644,46.9940,-20.4065,54.0006,0.0667,4068.5209
Gl-903,-22.9292,41.3774,-12.9531,49.0471,10.2802,4671.8446
NN-3744,-27.3629,41.2924,-40.4508,63.9536,0.0002,3321.7317
Gl-445,-8.0567,10.7453,-10.4747,17.0320,0.0011,3649.0419
Gl-534.2,-25.6189,45.9213,-40.8126,66.5639,0.0207,3870.2956
Gl-635.1,-22.2555,55.2934,-38.4039,70.9051,1.2589,4429.9292
Gl-196,-39.3397,41.1125,-23.7420,61.6566,3.4356,6528.1554
NN-4061,-23.0074,59.8608,-33.7757,72.4807,0.0832,4348.3479
Gl-240.1,-43.1721,43.7981,-30.5435,68.6660,2.8840,6388.8889
Gl-133,-26.5030,32.3023,-14.4015,44.1956,0.0053,3705.4360
NN-4068,-19.5441,48.9089,-27.2530,59.3024,0.0015,3490.0442
Gl-56.4,-31.3036,45.9389,-17.3783,58.2435,0.0380,4139.3975
Gl-290,-32.4222,33.9560,-26.4994,53.9113,0.5649,5501.0930
Gl-341.1,-31.3384,35.2799,-30.4096,56.1383,0.0492,4250.6936
Gl-540,-22.0871,39.6270,-32.9020,56.0418,0.0187,3901.9253
Gl-611.2,-24.7305,53.7565,-38.7863,70.7513,0.3837,4603.1486
NN-3014A,-26.4516,43.4613,-16.4440,53.4694,0.0083,3793.5065
NN-3859,-23.3170,43.3536,-35.0003,60.4006,0.5152,5404.2676
NN-3675,-31.5072,43.2652,-37.2923,65.2327,0.0066,3793.5065
GJ-1220,-16.5104,36.4437,-22.7061,46.0033,0.0004,3440.1812
Gl-226,-18.5906,20.9991,-13.3547,31.0632,0.0050,3778.5271
NN-3876,-19.9460,36.7519,-27.7378,50.1790,1.1482,5670.9835
Gl-392.1,-36.9863,47.2876,-39.1731,71.6843,4.0179,7044.1309
Gl-699.1,-19.5792,42.1438,-25.5584,53.0347,0.0006,7158.2024
GJ-1101,-23.0244,27.2690,-19.6050,40.7195,0.0008,3541.4261
GJ-1035,-23.0431,34.5237,-16.2028,44.5578,0.0002,3403.7396
Gl-396,-31.2236,42.0165,-32.3558,61.5403,0.3733,5221.1002
NN-3768,-27.2447,42.7746,-31.7752,59.8465,0.0001,5341.7087
